review,sentiment
দাম হিসাবে ঠিক আছে 🥰 ডেলিভারি খুব তাড়াতাড়ি পেয়ে গেছি,Positive
এটা কি? বাটপারির একটা সীমা থাকা উচিত। ,Negative
"ভালো জিনিস, যথেষ্ট খুশি আমি,যেমন চেয়েছিলাম, তেমন পেয়েছি, ধন্যবাদ ",Positive
প্রডাক্টটি খুব ভালো। পেকেজিং আরো ভালো দরকার।,Positive
টি শার্ট টি ভালো। সবাই নিতে পারেন,Positive
"কালার হওয়ার কথা হোয়াইট, উপরে একটা লেখা থাকার কথা ভুলে যাও ভালো থাকবে, কুতার বাচ্চারা এটা কি পাঠাইছস নটির পোলারা। ",Negative
যেমন দেখেছিলাম তেমনি পেয়েছি সাইজ ঠিক আছে ধন্যবাদ দারাজ ও সেলার দের আমার কাছে অনেক ভালো লেগেছে আপনারা চাইলে নিঃসন্দেহে নিতে পারেন,Positive
"পণ্য টা অনেক ভালো , এতো কম দামে দারাজ এতো ভালো পণ্য আমাদের দিবে তা আসলে ভাবা জায় না, তাই ধন্যবাদ , দারাজ কে। ",Positive
সুন্দর চশমা। যেটা অডার দিয়েছি ওইটাই আসছে,Positive
"সানগ্লাসটা অনেক পছন্দ হয়েছে, যা অর্ডার করেছি আমি তাই পেয়েছি ধন্যবাদ দারাজকে সঠিক সানগ্লাসটি দেওয়ার জন্য 😍🥰🥰😘😘😘😚",Positive
চ্যাট করে লাভ হইল কি? চাইলাম কালারফুল তিনটা দিতে দিলেন কি লাইট কালার,Negative
"ভালো ছিল দাম অনুসারে, যেমন রং চেয়েছি তেমন দেওয়ার জন্য ধন্যবাদ। আপনারা নিতে পারেন",Positive
"ফালতু ,,সালারা,,কালার দিছে সাধা।। রোজার দিন তাই কিছু বলছি না।।।🤬 নইলে লাথ্থি মেরে নেটওয়ার্ক এর বাহিরে ফেলে দিতাম😡😠",Negative
"মনে হয় পন্যটি একই নয়, তবে দামের তুলনায় ভালো নয়",Negative
এতো নিম্নমানের প্রোডাক্ট যা ব্যবহারের মতই না।এইসব ছোটলোকের জন্যই অনলাইন ব্যবসা আমাদের দেশে উন্নতি করতে পারে না,Negative
"একদম ফালতু। সাইজ ঠিক নাই, দেখতেও ছবির মতো কোয়ালিটিফুল নয়৷ টাকা বেশি না হলে কেউ কিনেন না এই সেলারের থেকে। ",Negative
এভবে প্রতারণা না করে ভিক্ষা করে খাওয়া অনেক ভালো শালারা বার বার চাইলাম এক কালার আর পন্য ডেলিভারি দিলো অন্য কালার,Negative
আমার অনেক পছন্দ হয়েছে সব গুলো পণ্য অরিজিনাল,Positive
আলহামদুলিল্লাহ ভালো লাগছে শার্টটি এবং যেইটা চাইছি ঠিক ঐ শার্টটি পেয়েছি। ধন্যবাদ দারাজকে।,Positive
"এক কথায় দারুন জিনিস ,, সাইজ ঠিকমত পেয়েছি, আমার খুব পছন্দ হয়েছে,, আপনারা ও নিতে পারেন,,,,",Positive
একদম ফালতু শার্ট,Negative
খুব বেশি ভালো ছিলো না!প্রত্যাশা অনুসারে ওতো ভাল নাহ।🤦‍♂️,Negative
সব থেকে বাজে একটা প্রোডাক্টস কেও নিবেন না,Negative
হালকা নীল এর বদলে গাঢ় নীল দিছে।তবুও জিনিসটা ভাল। পরবর্তী সময় খেয়াল রাখবেন।,Positive
"দাম অনুযায়ী প্রোডাক্ট ভালই, নিতে পারেন। সেলারের ব্যবহারও ভালো। অর্ডার করার ৪ দিনের মাথায় প্রোডাক্ট হাতে পেয়েছি।",Positive
"কাপড় টা ভালো , কিন্তূ খুব ভালো মানের পাই নাই ।",Positive
ছবিতে যেমন দেখেছি ঠিক তেমনি পেয়েছি এবং দুইটা জামা অর্ডার করসিলাম দুইটাই ঠিকমতো পাইসি।,Positive
দ্রুত ডেলিভারি পেয়েছি। দাম অনুযায়ী কাপড়ের মান ঠিক আছে। পরতেও বেশ আরামদায়ক। ধন্যবাদ দারাজ এবং সেলার কে।,Positive
এক কথায় অসাধারণ ❤️❤️❤️!! যেমনটা আশা করেছিলাম ঠিক তেমনই।,Positive
"এক কথায় অসাধারন একটি টি শার্ট, যেই রকম চেয়েছি আলহামদুলিল্লাহ সেই রকমই পেয়েছি। সাইয ও ঠিকাছে 🙂 ধন্যবাদ সেলারকে এইরকম ভালো একটি প্রোডাক্ট দেওয়ার জন্য।",Positive
তাদের ছবিতে দেখানো পণ্যের সাথে। ডেলিভারি কৃত পণ্যের অনেক ডিফারেন্স আছে।,Negative
খুব ভালো ছিলো। যেমনটা অর্ডার করেছি সেইম জিনিসটাই পেয়েছি।খুব ভাল লাগছে দারাজকে ধন্যবাদ 🥰🥰🥰,Positive
আলহামদুলিল্লাহ প্রডাক্টা অনেক ভালো । আপনারা চাইলে নিসন্দেহে নিতে পারেন।,Positive
ধন্যবাদ💙💙এই প্রোডাক্ট ভালো ছিলো,Positive
ভালো একটা প্রোডাক্ট।আমি সাত দিন পর আজ রিভিউ দিচ্ছি। আপনারা চাইলে নিঃসন্দেহে নিতে পারেন।,Positive
কম দামের মধ্যে ভালোই। ধন্যবাদ ❤️,Positive
দাম হিসেবে পণ্যটি অসাধারণ ,Positive
"কি আর বলবো, খুব সুন্দর হয়েছে।",Positive
আমার পেন্ট কেন ভুল পেন্ট দিল,Negative
ভালো না আঠা ওঠা,Negative
"খুবই সুন্দর বীজ,যেরকম চেয়েছিলাম সেরকইম পাইছি।ধন্যবাদ সেলার এবং দারাজ।",Positive
"বীজের গুনোগত মান মোটামুটি, আর ভালো বেশি দেওয়ার চেষ্টা করবেন",Positive
বীজ দেখলে মনে হচ্ছে এখনি গাছ হবে।এতো ভালো বীজ।খুব খুব খুশি হলাম।ধন্যবাদ দারাজ এবং সেলার কে।,Positive
ভাই বিজ ভালো হইছে।অনেক গুলো বিজ বেশি ও পাইলাম।সেলার এবং দারাজ কে ধন্যবাদ।💝 সবাই এখান থেকে কিনবেন।সঠিক বিজ পাবেন।,Positive
এরকম ভালো বীজ আগে পাইনি। খুবই সুন্দর বীজ।ধন্যবাদ ভাই।দারাজ বেস্ট।,Positive
"এটা ঠিক আছে, তবে সাদা রঙ্গ না দিয়ে, অ্যামবটারি দিলে ভালো হত।",Positive
আমরা খুব খুশি।,Positive
যেমনটা চেয়েছি তেমনটা পেয়েছি,Positive
ভালো কাপড় না ভাই একবারে ফালতু ,Negative
আলহামদুলিল্লাহ প্রোডাক্টা খুব ভাল ছিল ধন্যবাদ দারাজ কে,Positive
অনেক অনেক ধন্যবাদ দারাজকে।ভালো জিনিস দেওয়ার জন্য। ,Positive
একই ফ্রেভার দুইটার। তাও ১০/১২ মিনিট পর থাকে না। ফালতু প্রোডাক্ট ,Negative
অরিজিনাল পেয়েছি। সেলার এবং দারাজ কে অসংখ্য ধন্যবাদ। ,Positive
খুব বাজে একটা প্রডাক্ট,Negative
অনেক ভালোছিল সঠিক পন্য পাইছি সবাই নিতে পারেন।ধন্যবাদ দারাজ সঠিক ও সুন্দর পন্য দেওয়ার জন্য,Positive
জিনিস টা অনেক ভালো,Positive
দাম হিসেবে খারাপ না,Positive
ভালো লাগেনি,Negative
আমি যেমন চেয়েছিলাম ঠিক সেইরকম পেলাম। বলতে গেলে অসাধারণ & অনেক সুন্দর😍😍🥰🥰🥰🥰💗💗 ধন্যবাদ দারাজকে & ধন্যবাদ সেলার কে💓💓💓💗💗💗,Positive
দুঃখজনক হলেও সত্য আমি যেই ব্যাগ চয়েস করে ওর্ডার করছিলাম আসলে আনবক্সিং করে দেখি অন্য একটি ব্যাগ😢।,Negative
ব্যাগ দাম অনুযায়ী মোটামুটি ভালোই।,Positive
আপনারাও চাইলে নিঃসন্দেহে নিতে পারেন।,Positive
ধন্যবাদ দারাজকে সঠিক পণ্য দেওয়ার জন্য। ,Positive
মোটামুটি ভাল,Positive
অর্ডার করলাম লাল রংয়ের ডেলিভারি দিল নীল রঙের!!?,Negative
দামের তুলনায় প্রোডাক্ট ঠিক আছে।,Positive
অর্ডার করলাম এক ব্যাগ ডেলিভারি পাইলাম অন্য ব্যাগ🔥🔥🙂,Negative
পুরো টাকাটাই নষ্ট ,Negative
"পণ্যটি মোটামুটি ভালো,,,যা চেয়েছি তা কিছুটা মিল নেই তবে টাকার অংক হিসাবে ঠিক আছে",Positive
আলহামদুলিল্লাহ খুবই ভাল মানের পণ্য সবদিক দিয়ে ভালো ছিল,Positive
মানিব্যাগটি একটু হার্ড বলা যায় । দাম হিসাবে ভালই বলা যায়। কেউ নিতে চাইলে নিতে পারেন। ডেলিভারি আর একটু ফাস্ট হলে ভাল হয়।,Positive
পৃথিবীর সবচেয়ে খারাপ পণ্য এখনো আঠা গুলই শুকায় নি...রাস্তায় ঢাকিতে বিক্রি করা পন্য,Negative
রিভিউ দেখে অর্ডার দিছিলাম 🤬 এতো‌ পাতলা আর হালকা কি আর বলব টাকা টাই জলে গেল 😤 এই মানিব্যাগ 50 টাকা হওয়া উচিত ছিল। ফুটপাতে এই দামে আর হাজার গুণ ভালো পাওয়া যায়।,Negative
